Year,Reg,Group,Sex,DrAa0,DrAa1,DrAa5,DrAa10,DrAa15,DrAa20,DrAa25,DrAa30,DrAa35,DrAa40,DrAa45,DrAa50,DrAa55,DrAa60,DrAa65,DrAa70,DrAa75,DrAa80,DrAa85
2016,1183,R,F,6193,228,63,0,309,721,306,346,998,1780,1899,3318,5047,6726,12339,28409,50073,95331,155723
2016,1191,T,B,8929,448,183,315,578,1183,1249,1544,2275,3765,4450,7020,9703,14050,20018,31296,52549,92264,154392
2016,1191,T,M,8262,475,180,347,855,1926,2122,2711,3144,6406,7206,11780,15241,22868,29849,44312,71555,97348,153947
2016,1191,T,F,9648,419,187,283,306,465,435,537,1505,1478,2094,3029,5204,7493,13134,24095,43723,89293,154506
2016,1191,U,B,6154,510,78,257,381,1290,1108,1749,2068,3969,4979,7563,8822,11755,19945,28286,51445,94028,146190
2016,1191,U,M,8086,992,154,345,592,2232,2037,3208,2347,6917,7683,12934,13473,18354,31668,38489,72266,98157,141473
2016,1191,U,F,4164,0,0,171,184,480,323,565,1834,1615,2891,3528,5451,7374,12123,22488,41425,91650,148028
2016,1191,R,B,11069,407,250,355,713,1113,1355,1397,2441,3604,4056,6621,10383,16067,20112,34172,53416,91148,159916
2016,1191,R,M,8393,132,197,349,1026,1746,2180,2373,3742,6033,6882,11014,16459,26375,28062,50065,71010,96831,161625
2016,1191,R,F,14056,697,306,362,394,454,526,515,1230,1363,1449,2629,4995,7609,14258,25601,45482,87774,159065
2016,1190,T,B,6810,240,108,171,342,883,1159,2078,2479,3623,5163,8330,9776,13691,21320,28721,49047,87705,150592
2016,1190,T,M,7765,329,128,285,525,1158,1846,3229,4112,5950,8908,13647,15919,22473,33946,44784,70488,109544,162066
2016,1190,T,F,5793,147,88,50,150,570,461,1047,1018,1616,1984,3999,5028,7564,13285,19914,39051,77220,146094
2016,1190,U,B,6025,262,35,158,158,738,1324,2109,2273,3610,4806,8350,9540,12671,21145,26967,45810,87412,165224
2016,1190,U,M,7029,443,0,230,227,816,2090,3538,3705,6128,8009,14228,15259,20845,35251,41425,66553,109410,174935
2016,1190,U,F,4963,76,71,82,83,644,553,850,1020,1516,2196,3869,5465,7424,12836,19441,36552,77255,161500
2016,1190,R,B,8367,201,225,192,638,1139,870,2024,2853,3649,5817,8293,10199,15696,21715,32369,55514,88184,126418
2016,1190,R,M,9211,130,331,374,1036,1832,1424,2709,4826,5632,10454,12722,16967,25249,31410,51098,77693,109746,141788
2016,1190,R,F,7456,276,115,0,251,453,295,1394,1013,1816,1574,4247,4161,7868,14406,20955,44257,77159,120158
2016,1196,T,B,9930,471,202,268,387,519,618,911,1053,2009,3562,5510,9254,18042,26310,41993,67302,117464,187937
2016,1196,T,M,10921,474,224,330,470,753,838,1322,1593,2331,4817,7828,13374,25806,35170,56556,83247,116290,156801
2016,1196,T,F,8881,469,179,205,303,292,394,483,511,1707,2446,3542,5599,11573,19130,32543,58597,118228,207274
2016,1196,U,B,9680,414,217,317,256,479,652,736,1314,2395,4228,5882,11334,24450,33361,45369,81827,155091,297243
2016,1196,U,M,11897,402,231,359,256,819,821,1098,2002,2596,5603,8293,17463,35268,40450,53564,93790,152564,202186
2016,1196,U,F,7336,426,202,274,256,163,480,331,570,2202,3050,3952,5923,15658,27119,39905,73982,157037,389404
2016,1196,R,B,10087,505,195,245,450,538,596,1025,887,1789,3197,5320,8212,15204,22748,40305,61309,106647,164045
2016,1196,R,M,10312,516,221,316,574,722,849,1476,1317,2177,4399,7602,11332,21697,32314,58088,78111,104424,143208
2016,1196,R,F,9848,494,168,172,326,356,342,576,476,1431,2105,3324,5435,9735,15314,28922,52828,108024,175728
2016,1107,T,B,8524,383,164,175,558,891,1088,1943,3131,4199,5777,8327,11311,16693,23597,35174,58410,91641,170475
2016,1107,T,M,9948,400,213,158,722,1313,1641,2944,4768,6351,9052,13091,17649,26667,36218,52344,81037,109322,169270
2016,1107,T,F,7031,366,112,194,386,475,555,956,1539,2176,2779,4248,6099,9441,15239,25971,48234,84005,170813
2016,1107,U,B,8495,258,160,138,443,730,985,1725,2908,4038,5636,7911,10667,15621,21608,32446,55701,86606,169987
2016,1107,U,M,10573,225,134,98,631,1111,1545,2654,4408,6085,8988,12767,16725,25511,32936,47702,77325,102859,160802
2016,1107,U,F,6336,293,188,181,243,363,482,858,1509,2188,2724,4041,6042,8948,14372,24315,46137,79524,173087
2016,1107,R,B,8569,538,168,218,702,1152,1269,2285,3472,4430,5964,8833,12134,18148,26747,39288,62081,98870,171223
2016,1107,R,M,8999,616,304,227,838,1632,1792,3368,5290,6715,9133,13453,18726,28085,41138,59284,85936,118739,182779
2016,1107,R,F,8111,455,26,208,562,661,694,1122,1588,2158,2857,4520,6177,10161,16664,28481,51112,90402,167473
2016,3300,T,B,5639,303,206,263,611,1160,1951,3440,5061,5956,7140,9536,13526,19276,27075,38309,58310,94979,177181
2016,3300,T,M,6043,346,242,314,825,1790,2865,5082,7764,9282,11099,15277,21607,32147,43925,59640,87513,126255,189035
2016,3300,T,F,5211,257,169,210,391,523,1005,1766,2468,2907,3568,4624,7101,10277,16581,27321,46253,84304,174080
2016,3300,U,B,5074,267,181,227,500,932,1679,3199,4800,5716,6843,9081,12919,18597,26671,37896,58221,95129,180483
2016,3300,U,M,5433,308,192,284,689,1427,2509,4820,7490,9018,10824,14810,21208,31803,44286,60188,88476,126832,193306
2016,3300,U,F,4694,224,170,167,309,457,875,1629,2314,2789,3431,4531,6845,9991,16316,26771,46133,84634,177077
2016,3300,R,B,7295,390,267,347,880,1842,2845,4239,5861,6600,7800,10480,14840,20896,28138,39357,58494,94695,170941
2016,3300,R,M,7836,441,363,381,1145,2767,3887,5861,8548,9950,11658,16131,22354,32865,43108,58380,85649,125250,180912
2016,3300,R,F,6724,337,165,311,594,741,1500,2275,2975,3244,3897,4840,7725,11031,17335,28761,46509,83695,168432
2016,1180,T,B,5932,275,224,273,690,1381,2080,3645,5585,6234,7573,10021,14090,19582,26599,37316,57212,95372,173953
2016,1180,T,M,6353,352,245,313,822,2155,3167,5358,8317,9734,11644,16073,22171,31625,41402,55470,85715,129042,192039
2016,1180,T,F,5483,194,201,232,558,614,959,1910,2990,3006,3809,4640,7329,10616,16866,27355,44511,82419,168562
2016,1180,U,B,5265,218,167,208,474,935,1628,3234,5063,5891,6723,9284,13124,18997,26356,37723,58047,97427,183783
2016,1180,U,M,6236,292,139,238,643,1519,2575,4737,7689,9266,10547,15217,21424,31327,42231,57660,89143,133320,210075
2016,1180,U,F,4236,140,196,178,315,419,744,1804,2653,2896,3449,4517,6824,10565,16677,27338,45048,84477,176082
2016,1180,R,B,7229,374,306,359,1061,2343,3076,4525,6601,6807,8736,10986,15431,20460,27020,36706,56164,93142,162971
2016,1180,R,M,6593,457,399,411,1102,3301,4292,6572,9487,10479,13009,17060,23083,32027,40219,52382,81809,124821,172801
2016,1180,R,F,7908,287,208,304,1015,1121,1518,2160,3676,3198,4347,4819,8109,10701,17212,27390,43806,80120,160045
2016,1188,T,B,5168,486,358,371,805,1166,2117,3232,5531,5959,7897,10261,14067,19759,27299,39747,59127,103100,184700
2016,1188,T,M,5073,598,465,386,1271,1668,3402,4930,8781,9459,12180,17099,22568,32804,45274,66371,88838,143667,200564
2016,1188,T,F,5266,367,244,355,326,622,766,1457,2304,2722,4084,4419,7315,10385,15532,25855,47570,90894,181156
2016,1188,U,B,3783,343,395,268,793,1073,1633,3029,4832,5761,7651,9359,12486,17814,26087,36402,54774,101582,184849
2016,1188,U,M,4113,445,422,344,1042,1571,2719,4947,7867,9278,11575,15726,20299,29955,44447,61380,82843,144379,194858
2016,1188,U,F,3433,235,367,186,536,563,606,1225,2032,2707,4473,4507,6974,9756,14697,23790,43509,88159,182416
2016,1188,R,B,8153,778,284,552,823,1366,3172,3680,7041,6338,8284,11661,16681,23589,29969,47557,67965,105565,184425
2016,1188,R,M,7218,909,550,459,1629,1858,4677,4899,10542,9775,13019,18924,25733,37713,46919,77228,101893,142408,213552
2016,1188,R,F,9076,639,0,651,0,761,1184,2070,2964,2754,3393,4261,7965,11753,17502,30863,55601,95224,178931
2016,1189,T,B,4535,340,76,417,743,813,1289,2829,4077,4815,6783,8158,12750,19044,27796,40001,61601,99677,173293
2016,1189,T,M,3951,358,148,431,977,1479,1852,4026,6373,7070,10039,12489,20766,32082,47197,63945,95798,143731,186628
2016,1189,T,F,5143,320,0,402,512,130,689,1495,1627,2570,3666,4219,6058,9580,15610,28024,47865,86025,170480
2016,1189,U,B,3427,426,78,345,385,502,919,2290,3637,3957,6550,7721,11817,18490,26925,39266,61683,102179,175031
2016,1189,U,M,3185,366,152,332,608,885,1367,3357,6080,5936,10426,12553,19862,32812,47672,60884,100428,159231,194902
2016,1189,U,F,3679,489,0,360,169,118,456,1173,1187,2088,3148,3822,5841,9128,14852,28800,46349,84928,170492
2016,1189,R,B,7100,178,72,547,1461,1635,2062,3869,4892,6242,7099,8749,14062,19880,29194,41049,61511,97572,171753
2016,1189,R,M,5719,344,141,616,1699,2978,2823,5213,6872,8825,9567,12413,21859,31133,46521,68080,90787,131148,178333
2016,1189,R,F,8543,0,0,476,1218,163,1200,2182,2522,3430,4441,4833,6405,10342,16923,26890,49558,86957,170468
2016,1192,T,B,5362,276,169,193,429,839,1212,2312,3842,4700,5900,8042,11561,16339,24445,33461,52376,87721,166493
2016,1192,T,M,5962,299,200,243,592,1365,1871,3615,5958,7449,9218,12654,18299,27291,40085,52275,78259,119046,177229
2016,1192,T,F,4726,251,137,139,263,338,544,1012,1834,2171,2906,4080,6156,8684,14406,23232,40799,76226,163582
2016,1192,U,B,4637,235,148,171,377,663,1019,2099,3667,4515,5679,7544,11159,16273,24611,33927,52975,86413,168417
2016,1192,U,M,5058,245,156,227,544,1074,1636,3382,5652,7096,9082,12005,18103,27775,40852,54077,78459,116027,178256
2016,1192,U,F,4192,224,140,113,208,291,423,865,1832,2204,2805,4026,5999,8715,14598,23214,42096,76022,165723
2016,1192,R,B,8845,430,246,260,572,1383,2038,3348,4596,5320,6478,9401,12808,16557,23903,32242,51186,89950,163139
2016,1192,R,M,10303,499,358,296,722,2177,2755,4643,7197,8559,9534,14159,18814,25933,37813,47792,77890,123748,175411
2016,1192,R,F,7296,355,127,223,417,499,1139,1811,1844,2054,3204,4253,6717,8571,13728,23282,38119,76588,159867
2016,1194,T,B,5179,215,293,229,772,1440,2291,3501,4876,5989,7411,10058,14055,19634,27374,42072,59874,97665,178515
2016,1194,T,M,5833,243,395,259,878,2334,3649,5477,7728,9926,11769,16451,23168,33710,47397,66342,90687,131986,196903
2016,1194,T,F,4492,186,187,198,664,580,897,1479,2148,2386,3551,4767,7035,9889,15108,29779,47890,87910,174783
2016,1194,U,B,4130,148,225,152,555,1030,1587,2958,4445,5496,6550,9766,12824,17921,27108,41389,58362,97223,176292
2016,1194,U,M,4256,181,251,224,633,1585,2437,4741,7200,9465,10700,16114,22159,31582,48047,65772,89609,131544,201688
2016,1194,U,F,3998,114,197,78,480,543,802,1280,1978,2065,3097,4977,6388,9253,15167,29668,46276,87301,170907
2016,1194,R,B,7076,322,410,362,1213,2450,4113,4808,5822,6973,8850,10493,15974,22692,27916,43652,62798,98348,182223
2016,1194,R,M,8667,341,638,319,1333,3918,6279,7014,8769,10768,13404,16895,24510,37014,46241,67528,92752,132699,188045
2016,1194,R,F,5393,301,169,408,1077,687,1197,2035,2561,3080,4373,4418,8176,11145,14978,30054,51021,88842,181105
2016,1197,T,B,3180,354,216,273,759,1244,1786,2984,4879,6328,8168,9656,13686,19219,26771,38174,58446,91378,173817
2016,1197,T,M,3357,430,265,345,1265,1939,2618,4421,7157,9784,13601,15617,21176,32230,43205,60002,89938,122695,181449
2016,1197,T,F,2989,274,165,198,243,575,905,1439,2626,3088,3162,4276,7507,9712,16088,26562,44941,80847,171964
2016,1197,U,B,3207,232,209,262,534,887,1313,2506,4338,5353,7264,8424,12821,17731,26151,38695,59233,95315,170332
2016,1197,U,M,2910,224,205,411,791,1343,2044,3996,6608,8537,12735,13830,21023,32119,43395,65111,93046,130478,180885
2016,1197,U,F,3530,241,213,107,280,504,651,1101,2291,2646,2928,4284,7020,8447,15903,25608,44797,83435,167724
2016,1197,R,B,3123,567,229,290,1114,2050,2967,4124,5964,7832,9314,11243,14847,21396,27679,37493,57654,88623,176618
2016,1197,R,M,4290,795,373,242,1993,3016,3727,5246,8116,11478,14522,17511,21344,32366,42962,53990,86827,117216,181914
2016,1197,R,F,1890,330,78,342,184,774,1762,2467,3400,3858,3512,4264,8276,11820,16384,27883,45086,79041,175350
2016,1157,T,B,5748,394,164,345,725,1277,2598,4291,6553,6888,7995,11360,15547,22061,29447,39766,59866,99591,179577
2016,1157,T,M,5117,474,167,398,992,1962,3469,6141,9919,10552,12738,17434,24536,36216,47568,62859,91378,131610,194367
2016,1157,T,F,6412,309,162,289,457,607,1689,2426,3376,3572,3777,6266,8605,12520,18478,28214,47834,89833,176124
2016,1157,U,B,5039,352,116,297,645,1072,2280,4000,6146,6509,7863,10752,14717,20909,28465,38749,58679,96864,176232
2016,1157,U,M,4179,441,113,356,886,1552,3111,5820,9414,10018,12706,16887,24077,35264,47479,63901,91817,129270,190443
2016,1157,U,F,5950,259,118,235,411,629,1469,2276,3196,3447,3734,5889,7970,11865,17636,26720,46334,87198,172853
2016,1157,R,B,7895,503,302,480,975,2024,3862,5435,7998,8127,8368,12904,17637,25261,32583,43546,63931,107962,190209
2016,1157,R,M,7999,560,317,515,1305,3279,4682,7233,11550,12166,12824,18681,25541,38492,47823,59545,90059,138310,206966
2016,1157,R,F,7789,442,285,442,613,512,2736,3114,4082,4011,3910,7319,10391,14540,21440,34154,53107,98097,186480
2016,1133,T,B,4949,151,233,244,404,1437,2015,2524,3806,5202,7003,9842,14268,20000,27818,39022,58949,97484,181640
2016,1133,T,M,5860,148,214,318,729,2325,3111,3985,5958,7556,10898,16385,22799,33379,45323,62100,95042,139510,206747
2016,1133,T,F,3999,155,254,167,74,559,836,965,1642,2959,3449,4241,7358,10218,16249,26792,45179,85099,176346
2016,1133,U,B,4484,161,261,273,371,1196,1681,1924,3497,4840,6871,9359,13388,19017,26808,37083,57518,96565,181428
2016,1133,U,M,5282,196,237,328,647,2058,2783,3174,5487,7091,10787,15882,21945,32549,44001,58534,96654,137358,206229
2016,1133,U,F,3645,124,286,215,93,386,615,689,1594,2765,3412,4105,7013,9773,16070,25988,42953,84842,176141
2016,1133,R,B,6707,123,129,145,531,2608,3707,5478,5114,6470,7359,10952,16233,22466,30642,44372,62611,99615,182226
2016,1133,R,M,8065,0,126,283,1035,3441,4365,7241,7712,9069,11176,17426,24449,35201,48584,71375,91170,144188,208228
2016,1133,R,F,5316,253,133,0,0,1542,2473,2720,1874,3690,3554,4584,8230,11454,16794,29082,51016,85706,176905
2016,1122,T,B,6453,340,227,252,708,1155,2207,3391,5195,6135,7259,10043,14421,20392,28571,39544,60680,98655,187537
2016,1122,T,M,7567,370,290,332,1009,1692,3239,5121,8027,9772,11342,16385,23898,35824,47435,62651,91322,129740,200101
2016,1122,T,F,5275,308,159,168,390,586,1120,1639,2461,2811,3639,4794,7214,10196,17607,28636,49575,89134,184407
2016,1122,U,B,6324,367,215,247,592,1081,2117,3346,5166,5929,7058,9824,14024,19971,28346,39443,61331,101577,191428
2016,1122,U,M,7402,398,260,315,877,1576,3216,5219,8204,9653,11241,16378,23870,35746,47516,64188,93325,133421,205150
2016,1122,U,F,5187,334,168,175,297,582,1012,1544,2350,2618,3461,4667,6997,10112,17654,27947,49914,91978,187856
2016,1122,R,B,7160,231,273,276,1171,1465,2610,3599,5335,7049,8004,10769,15730,21925,29454,39963,58726,91755,177970
2016,1122,R,M,8459,258,412,403,1520,2121,3333,4731,7293,10265,11690,16401,23966,36064,47171,57042,85572,121382,186549
2016,1122,R,F,5756,203,125,142,778,608,1674,2149,3055,3728,4346,5259,8024,10537,17420,31390,48542,82348,176131
2016,1153,T,B,6401,357,221,237,657,1251,2384,4050,5645,6509,7367,10017,13888,19431,28277,40366,60073,99732,181781
2016,1153,T,M,7302,374,275,221,950,1817,3521,5826,8687,10105,11602,15939,21762,31606,43917,60706,88349,129229,201465
2016,1153,T,F,5441,340,163,253,344,658,1198,2259,2737,3273,3575,4922,7527,10653,18094,29837,48231,89124,176682
2016,1153,U,B,5921,220,204,166,530,921,1904,3857,5813,6295,7948,9591,13959,19212,28169,40497,60818,99261,186596
2016,1153,U,M,7158,214,237,162,785,1339,2922,5492,8961,10172,12391,15511,22831,32331,45163,63618,90599,132727,209066
2016,1153,U,F,4585,225,169,170,269,526,937,2259,2838,2841,4094,4791,7408,10480,17883,28895,49180,88175,180976
2016,1153,R,B,7067,530,244,330,811,1890,3497,4462,5340,6845,6623,10526,13797,19737,28439,40180,59130,100335,175394
2016,1153,R,M,7505,571,328,299,1144,2617,4720,6502,8200,10003,10630,16416,20534,30700,42237,56757,85790,125315,192013
2016,1153,R,F,6608,485,155,362,441,959,1908,2259,2550,3960,2887,5089,7695,10914,18435,31214,46973,90399,170890
2016,1156,T,B,5566,190,145,203,486,1040,1695,2507,3807,4732,6314,9072,12606,18617,26154,38715,58461,95244,170910
2016,1156,T,M,5598,270,57,230,595,1624,2570,3768,6175,7575,9530,15063,20593,31429,42166,64231,92611,124366,198005
2016,1156,T,F,5533,106,240,175,370,447,796,1181,1481,2063,3379,3890,6208,9786,16126,25723,44503,85443,164536
2016,1156,U,B,5743,228,149,203,454,744,1509,2402,3459,4820,6036,8866,11737,17147,24597,38497,57356,93996,173153
2016,1156,U,M,5027,347,41,246,416,1149,2249,3647,5708,7569,9423,15084,19300,30185,40884,64369,92770,122387,201368
2016,1156,U,F,6495,104,264,157,494,342,781,1136,1299,2285,3054,3829,6157,8713,15028,25633,43085,84655,166397
2016,1156,R,B,5110,109,137,204,550,1828,2200,2789,4679,4535,6871,9455,14234,21576,29578,39164,60384,97192,167123
2016,1156,R,M,7094,105,89,197,963,2841,3370,4072,7303,7587,9735,15026,22722,33673,44664,63966,92343,127318,192132
2016,1156,R,F,3092,113,187,211,113,738,843,1310,1953,1543,4063,4013,6314,12123,18740,25913,46998,86694,161418
2016,1136,T,B,5113,236,163,257,566,1219,2214,4633,6046,6918,7321,9255,12783,18488,26188,37427,58443,91583,174438
2016,1136,T,M,5162,249,199,329,703,1867,3039,6774,9266,10980,11314,14856,20215,30535,42872,57403,85449,117196,176631
2016,1136,T,F,5062,223,124,181,421,541,1366,2506,3048,3294,3727,4598,7107,10444,16226,27115,47023,82361,173643
2016,1136,U,B,4658,235,168,215,527,1095,2105,4654,5940,7001,7121,9128,12522,18135,26248,37011,58446,91981,179277
2016,1136,U,M,4363,253,208,252,667,1646,2885,6906,9269,11192,11206,14794,19995,30298,44007,57135,85613,120359,182791
2016,1136,U,F,4969,216,125,177,377,520,1325,2474,2918,3336,3550,4603,7101,10361,16071,26823,47197,81982,178062
2016,1136,R,B,7196,242,143,412,714,1761,2709,4535,6558,6551,8098,9692,13715,19873,25941,39071,58427,90177,157781
2016,1136,R,M,8762,235,165,609,841,2831,3689,6191,9259,10091,11700,15043,20898,31351,38693,58399,84887,106887,155759
2016,1136,R,F,5491,250,120,198,582,634,1569,2673,3718,3097,4460,4579,7134,10798,16935,28306,46396,83724,158355
2016,1163,T,B,6425,416,269,232,429,870,1513,3037,3884,5251,6657,8747,12990,19691,26973,38386,58965,90975,179692
2016,1163,T,M,7079,481,331,270,591,1349,2219,4368,5907,7985,9761,13462,20441,33021,42514,58252,85560,117989,178274
2016,1163,T,F,5731,347,205,193,257,364,797,1693,1972,2776,3854,4737,7112,10461,17584,28391,47527,80776,180088
2016,1163,U,B,5616,415,230,177,420,830,1460,2834,3732,5109,6634,8802,12985,19119,26574,36976,58008,89882,181923
2016,1163,U,M,6636,495,266,255,578,1276,2105,4202,5745,7821,9894,13682,20824,33013,42763,56396,84631,113868,175951
2016,1163,U,F,4534,328,193,96,249,357,837,1497,1880,2717,3773,4860,7140,10047,17217,27376,46786,80957,183639
2016,1163,R,B,9155,420,378,384,455,1010,1710,3798,4427,5712,6721,8606,13005,21333,28306,42939,61704,94136,173143
2016,1163,R,M,8574,442,507,312,631,1601,2602,4944,6452,8493,9400,12942,19538,33041,41779,63964,88081,129408,185075
2016,1163,R,F,9774,396,240,460,279,389,630,2488,2321,2978,4101,4385,7030,11767,18899,31753,49696,80243,169642
2016,1173,T,B,6853,242,144,380,596,1236,1860,4054,5788,6754,7063,9277,13143,18528,27202,40567,59345,95114,184529
2016,1173,T,M,7340,236,187,533,781,1733,2532,5609,9149,9962,11102,15732,21737,30316,45199,64914,88812,122012,188089
2016,1173,T,F,6340,247,99,221,397,702,1151,2398,2535,3845,3578,3856,6273,10089,15924,27877,47018,85611,183441
2016,1173,U,B,6255,159,106,416,471,963,1706,3890,5400,6604,6758,8516,12678,18286,26628,40529,60023,95449,194390
2016,1173,U,M,6440,178,123,577,656,1314,2367,5436,8778,9997,10611,14909,21026,29635,45485,66078,90980,122827,202360
2016,1173,U,F,6061,140,87,249,272,593,1045,2296,2196,3596,3547,3438,6385,10531,15359,27414,47416,85838,192148
2016,1173,R,B,9453,501,263,278,942,2124,2429,4756,7267,7237,7895,11332,14398,19209,28809,40678,57912,94421,165638
2016,1173,R,M,11185,421,383,409,1134,3043,3076,6307,10514,9873,12345,17725,23433,32025,44511,62102,84495,120404,162162
2016,1173,R,F,7576,583,135,142,741,1072,1599,2872,3882,4666,3669,5098,5944,8783,17612,29081,46157,85145,166540
2016,3400,T,B,5428,379,226,352,684,1426,2260,3889,5850,6090,7178,9551,13504,20257,28039,38277,58018,94395,179647
2016,3400,T,M,6031,435,274,369,954,2190,3355,5707,9089,9359,10915,14697,21146,33169,45590,60615,88377,126119,197191
2016,3400,T,F,4794,320,175,334,408,653,1125,2075,2780,3083,3775,5139,7397,11188,17105,26882,45731,83891,174994
2016,3400,U,B,4899,331,184,317,537,1228,2004,3623,5611,5872,6826,9080,13098,19374,27602,37586,57356,94559,182892
2016,3400,U,M,5421,389,204,337,697,1909,2974,5384,8846,9169,10546,14105,21057,32270,45530,60723,88517,127171,201417
2016,3400,U,F,4351,270,164,295,376,561,1031,1901,2591,2882,3488,4887,6985,10695,16857,26116,45043,84034,177912
2016,3400,R,B,7814,566,385,488,1287,2359,3670,5389,7128,7171,8702,11343,14958,23452,29786,41154,60416,93839,168656
2016,3400,R,M,8816,613,541,491,1980,3401,5252,7417,10350,10269,12462,16799,21431,36057,45823,60264,87913,122829,183179
2016,3400,R,F,6778,517,220,484,544,1132,1702,3119,3832,4113,5063,6156,8999,13130,18175,30218,48305,83390,165028
2016,1137,T,B,6621,362,229,468,860,2174,3085,4957,6175,6384,8807,10753,14479,21977,28092,39612,60461,95405,180856
2016,1137,T,M,7866,458,298,393,1247,3126,4287,7687,9694,9416,12918,17369,22273,35899,46747,62337,95911,127231,203131
2016,1137,T,F,5339,262,157,547,470,1189,1740,2127,2779,3639,5078,5088,8132,11986,16153,27868,45803,84354,175476
2016,1137,U,B,4670,209,156,453,825,1721,2567,4214,5787,6462,8260,10028,13757,20225,27298,37484,60326,97233,183243
2016,1137,U,M,5963,272,61,444,1183,2513,3307,6858,9619,9430,12285,16556,23133,35417,47365,59816,97925,126152,199452
2016,1137,U,F,3341,143,255,461,483,962,1804,1665,2323,3915,4835,4852,6885,10311,15381,26228,45559,87886,179348
2016,1137,R,B,10418,604,344,492,920,3077,4286,6571,6944,6248,9611,11725,15406,24418,29341,42903,60644,93092,177714
2016,1137,R,M,11558,752,666,319,1351,4218,6301,9299,9830,9394,13776,18358,21303,36488,45882,66080,93407,128436,207856
2016,1137,R,F,9239,450,0,673,446,1699,1568,3259,3776,3117,5465,5433,9916,14553,17461,30461,46145,79690,170349
2016,1165,T,B,5798,341,307,333,737,1380,2398,4408,6832,7060,8013,10450,14394,20800,28316,39160,57486,94353,183891
2016,1165,T,M,6046,394,331,363,1053,2155,3559,6465,10659,10984,12591,16205,23021,34854,46634,62567,88102,125849,206929
2016,1165,T,F,5538,286,281,302,410,577,1182,2355,3241,3489,3951,5656,7837,11327,17285,27627,45464,84266,178019
2016,1165,U,B,5382,329,251,318,599,1315,2201,4198,6712,6946,7842,10137,14150,20273,28185,39057,58037,95664,189903
2016,1165,U,M,5530,384,269,362,814,2099,3314,6276,10532,11010,12493,15854,23253,34449,47075,63589,90543,129190,216787
2016,1165,U,F,5226,272,232,273,381,536,1071,2165,3181,3312,3789,5508,7512,11064,17189,27316,45563,85149,183068
2016,1165,R,B,8340,403,577,405,1469,1766,3717,5897,7649,7782,8974,11961,15497,23240,28988,39744,54831,88356,157572
2016,1165,R,M,9219,444,630,370,2237,2438,5021,7708,11491,10850,13119,17748,22068,36481,44646,57662,77388,111954,165185
2016,1165,R,F,7425,360,522,441,577,858,2023,3809,3669,4672,4911,6432,9469,12659,17820,29444,44965,80088,155709
2016,1171,T,B,4489,366,137,328,644,1316,1673,2805,4358,4907,5784,7858,11571,18466,27018,39255,59333,95735,177164
2016,1171,T,M,5260,455,199,344,885,2074,2470,3956,6591,7514,8586,11917,17468,28518,41822,60474,88342,120291,185673
2016,1171,T,F,3677,273,72,312,401,549,838,1641,2189,2417,3109,4183,6403,10689,16939,27584,47283,87791,174972
2016,1171,U,B,4106,294,104,276,466,1006,1409,2544,3933,4482,5180,7249,10893,16741,25993,37654,56206,92548,173219
2016,1171,U,M,4928,369,146,287,577,1630,2029,3611,6101,6976,7884,11091,16648,25571,40397,59160,84149,113667,177600
2016,1171,U,F,3237,215,61,264,353,386,774,1480,1845,2119,2607,3843,5971,10121,16507,26096,44975,85996,171980
2016,1171,R,B,6050,648,259,526,1305,2638,3073,4207,6514,6887,8360,10257,14062,23949,30211,44038,66659,102009,184600
2016,1171,R,M,6631,787,397,557,2018,3894,4659,5736,9022,9973,11561,15002,20309,37219,45918,64180,97401,132002,200458
2016,1171,R,F,5449,500,114,493,580,1277,1202,2542,3973,3833,5264,5589,8075,12605,18359,32175,52879,91458,180682
2016,171,T,B,4000,281,146,273,444,1093,1439,2644,3800,4175,4691,7041,10352,16653,24450,39174,56527,97184,166638
2016,171,T,M,4154,353,217,228,622,1804,2109,3795,5883,6404,7025,10640,15700,24770,36347,58292,79787,106449,178758
2016,171,T,F,3836,204,70,320,265,396,731,1487,1796,2054,2441,3772,5549,10170,16197,28386,46879,94223,163855
2016,171,U,B,3998,275,149,255,351,1017,1382,2598,3751,4118,4446,7037,10139,15898,24371,38588,56595,96359,163592
2016,171,U,M,4175,346,218,249,441,1674,2009,3743,5896,6325,6791,10712,15397,23380,36195,57916,78694,103198,170774
2016,171,U,F,3810,201,77,262,261,376,734,1464,1715,2046,2196,3748,5494,9982,16239,27672,47471,94153,161888
2016,171,R,B,4026,343,106,462,1548,2034,2159,3289,4460,4877,7477,7087,12808,25131,25351,45527,55873,104124,192113
2016,171,R,M,3901,437,206,0,2771,3342,3242,4442,5735,7284,9621,9909,18861,39361,37971,62430,90052,132964,239583
2016,171,R,F,4160,240,0,950,311,645,693,1849,2988,2162,5308,4072,6253,12406,15703,36092,41002,94812,180678
2016,271,T,B,4994,635,200,194,790,2314,1701,2238,3169,4446,5627,6737,11243,16113,31380,39705,68590,109523,166413
2016,271,T,M,5276,702,295,218,1119,3416,2563,3532,4652,7101,8186,10017,16317,23166,48669,63130,109391,172889,133297
2016,271,T,F,4689,564,102,169,461,1187,788,918,1707,1848,3118,3625,6398,10109,18857,27316,54692,93199,175379
2016,271,U,B,4004,415,94,173,582,1417,1214,1682,2787,4128,5418,6336,10990,14491,31100,42013,73053,109008,152409
2016,271,U,M,4133,609,185,204,748,2085,1721,2630,4216,6457,8082,9812,16230,20264,48469,68089,120347,169184,64449
