Year,Reg,Group,Sex,DrAa0,DrAa1,DrAa5,DrAa10,DrAa15,DrAa20,DrAa25,DrAa30,DrAa35,DrAa40,DrAa45,DrAa50,DrAa55,DrAa60,DrAa65,DrAa70,DrAa75,DrAa80,DrAa85
1989,1120,T,M,17057,787,597,544,1465,2718,3118,4366,4820,6517,10743,14434,21565,29901,41024,62231,91808,143182,224677
1989,1120,T,F,13603,720,354,227,558,667,804,800,1499,2149,3308,4834,7239,11251,18466,32592,53526,93729,187504
1989,1120,U,B,14707,640,412,375,828,1295,1461,2072,2726,3888,6426,8430,13438,19395,26732,41610,66532,107407,194401
1989,1120,U,M,16125,681,538,554,1179,1890,2434,3521,4206,5923,9777,13192,21140,30242,41232,60154,90981,143731,221390
1989,1120,U,F,13209,596,280,190,484,685,515,684,1307,2020,3491,4423,7405,11882,19998,33702,57368,96606,188314
1989,1120,R,B,16549,948,591,411,1489,2645,3008,3721,4154,5175,7308,10445,13993,17763,23826,39639,60276,102178,193431
1989,1120,R,M,18704,966,698,528,2058,4458,4347,5958,6089,7812,12207,16059,21974,29511,40778,64645,92573,142723,227423
1989,1120,R,F,14294,930,480,290,760,626,1435,1072,1967,2466,3030,5409,7062,10618,16858,31622,50719,91623,186930
1989,1124,T,B,15594,869,483,365,808,1326,1847,2644,3640,4693,8035,10768,15477,21526,31195,46380,75816,120314,210777
1989,1124,T,M,17116,1063,631,535,1048,2194,2958,4354,5904,7051,13271,17296,25189,35277,49320,76118,115781,161926,229906
1989,1124,T,F,14034,668,329,191,586,499,697,931,1383,2400,3382,5246,8370,12784,23702,36943,66302,112444,207996
1989,1124,U,B,14917,661,446,303,753,1124,1682,2460,3350,4553,7269,10608,15299,20813,31872,46885,77464,119785,206146
1989,1124,U,M,16288,736,562,457,944,1984,2730,4150,5332,6811,11878,17173,24871,33550,50328,75992,117258,157325,219686
1989,1124,U,F,13502,582,325,146,587,332,613,817,1430,2417,3247,5244,8520,12672,24176,37464,67705,112389,204077
1989,1124,R,B,18435,1696,628,639,1136,2429,2601,3477,5218,5585,11926,11507,16172,24489,28562,44340,70169,121961,224626
1989,1124,R,M,20651,2355,911,880,1546,3212,3965,5204,8749,8437,19962,17810,26322,42568,45289,76701,110164,178597,263063
1989,1124,R,F,16225,1010,344,390,576,1523,1095,1494,1103,2277,4108,5260,7747,13242,21882,34884,61610,112607,219610
1989,1129,T,B,15785,1118,531,466,989,1640,1885,2518,3563,5391,6649,10838,15619,20791,29304,46929,70236,115002,200447
1989,1129,T,M,19289,1192,600,749,1389,2507,2995,4134,5682,8483,10597,17242,24930,34233,46265,70950,102619,151750,239316
1989,1129,T,F,12144,1040,460,173,567,752,752,867,1404,2366,3128,5291,8193,12424,22329,38344,61718,107721,194635
1989,1129,U,B,11898,861,503,418,919,1432,1672,1952,2679,4350,5619,9195,14180,20149,31249,48938,69869,111700,192468
1989,1129,U,M,15350,1024,585,708,1255,1943,2649,3347,4246,6617,8644,14999,22785,32145,47130,70833,99620,142358,230313
1989,1129,U,F,8302,692,417,121,585,924,723,602,1166,2225,2965,4248,7474,12250,24208,40007,60963,105018,186063
1989,1129,R,B,24790,1731,603,584,1191,2215,2464,4097,6187,8752,9167,14360,17891,21779,26680,44143,70665,118949,210262
1989,1129,R,M,28459,1597,638,850,1741,3988,3858,6120,9527,13997,15230,21924,28207,37750,44941,71174,107092,165167,253575
1989,1129,R,F,21001,1870,566,301,508,246,842,1688,2195,2869,3536,7578,9359,12678,19921,36222,62555,110847,204815
1989,1134,T,B,18916,773,527,436,852,1874,1968,2668,3665,4710,6230,11723,14315,20802,29755,44385,69312,119424,214392
1989,1134,T,M,22294,803,803,560,1002,2708,3203,4080,5664,6971,8963,18548,22581,32231,48052,69036,101066,165231,270804
1989,1134,T,F,15312,742,242,308,705,1033,647,1158,1530,2292,3634,5613,7848,13539,22237,36803,61615,110587,206638
1989,1134,U,B,18149,675,348,436,760,1691,1789,2344,3476,4055,5598,11054,13491,21549,31396,45571,71825,126223,213008
1989,1134,U,M,21706,666,490,482,1105,2363,2971,3568,5393,6163,7770,17608,21079,31831,51087,67758,100326,177267,264901
1989,1134,U,F,14371,684,202,388,439,1026,586,1098,1542,1898,3591,5521,7812,14762,23080,38259,64341,115866,205482
1989,1134,R,B,20424,965,913,437,1184,2339,2385,3438,4172,6692,7805,13266,15723,19516,27161,42446,65539,109559,216547
1989,1134,R,M,23441,1071,1477,738,673,3559,3700,5207,6323,9222,11794,20508,24984,32965,43005,71448,102382,145792,281250
1989,1134,R,F,17177,855,328,127,1786,1051,800,1316,1493,3603,3748,5848,7913,11516,20930,34523,57680,103081,208405
1989,1138,T,B,18022,963,407,346,1009,1613,1985,2650,3725,5225,7728,10531,14716,20637,28793,43500,67683,109556,206934
1989,1138,T,M,21293,1012,520,387,1290,2452,3250,4293,5745,8191,12691,17154,22857,33931,46738,71460,100952,141855,244848
1989,1138,T,F,14515,912,290,305,728,775,628,909,1617,2307,3364,4702,7882,12228,20859,33325,57864,101555,199816
1989,1138,U,B,19262,784,315,356,573,1067,1494,1968,2927,4647,7149,9148,14695,21625,30747,46260,71976,112979,195905
1989,1138,U,M,23196,731,360,351,862,1569,2396,3336,4460,7340,11232,14555,22416,34055,48483,70107,97346,149893,236157
1989,1138,U,F,15033,838,269,361,330,607,609,652,1437,2049,3575,4459,8555,13566,22636,36846,63519,103633,188151
1989,1138,R,B,15822,1281,588,328,1931,2641,2970,4179,5677,6476,8436,11927,14731,19924,27348,41598,65180,107603,213135
1989,1138,R,M,17906,1510,837,453,1993,3926,4762,6145,8553,9975,14462,19735,23152,33840,45392,72493,103397,137139,249903
1989,1138,R,F,13599,1044,331,200,1842,1132,671,1591,2117,2883,3106,4950,7386,11279,19569,30987,54713,100378,206332
1989,1142,T,B,14185,712,577,404,1142,1369,1922,2500,3300,4609,7617,10769,14591,19676,26153,43663,66227,107091,201202
1989,1142,T,M,15919,796,708,546,1509,2092,3142,3900,5209,7291,11735,17768,23359,31433,43914,69817,100471,146286,239956
1989,1142,T,F,12363,624,442,257,764,622,623,1009,1289,1971,3964,4661,7394,12206,18594,34606,57015,98761,195087
1989,1142,U,B,15058,626,553,370,1008,996,1558,1994,2787,3575,6186,9810,14697,21192,28412,46464,72087,117250,202251
1989,1142,U,M,18556,633,542,535,1414,1524,2410,3080,4434,5659,9876,15650,23557,32933,43469,67458,103741,156162,246350
1989,1142,U,F,11412,619,564,198,620,469,689,912,1148,1616,2939,4770,7444,13103,21428,38045,61919,107854,194197
1989,1142,R,B,12614,867,623,468,1448,2162,2689,3638,4583,7114,10198,12223,14474,18049,23998,41250,61793,99342,200384
1989,1142,R,M,11226,1100,1019,567,1700,3241,4588,5560,6972,10944,15042,20937,23143,29647,44392,72322,97280,137163,233637
1989,1142,R,F,14094,633,212,366,1139,965,474,1254,1679,2900,5833,4495,7340,11304,16025,31850,53554,92105,195755
1989,1146,T,B,14624,697,411,362,1085,1444,1779,2416,3251,4553,7208,9650,14943,21899,29721,47343,74641,116543,210554
1989,1146,T,M,17136,803,501,446,1455,2261,2975,4083,5279,7120,11722,15374,23573,33968,45474,70240,106239,149614,233281
1989,1146,T,F,12017,589,319,274,687,611,644,838,1355,2170,3314,4942,8481,13795,22732,38358,64618,108525,206499
1989,1146,U,B,15100,638,372,349,987,1327,1674,2257,3092,4296,6922,9313,14658,21670,29556,48136,76014,117815,205528
1989,1146,U,M,17879,724,476,435,1315,2043,2797,3829,5024,6763,11255,14752,23155,33216,45006,70297,105633,149903,223536
1989,1146,U,F,12212,549,264,261,640,607,627,798,1325,2048,3209,4901,8407,13822,22615,39110,66085,109483,201976
1989,1146,R,B,12842,918,561,410,1509,1932,2202,3058,3950,5790,8384,11010,15993,22729,30295,44676,70602,113196,222738
1989,1146,R,M,14345,1094,593,491,2040,3142,3661,5059,6331,8753,13607,17790,25039,36792,47159,70046,108366,148676,264997
1989,1146,R,F,11294,736,527,325,897,631,718,1008,1496,2791,3754,5113,8768,13703,23134,35937,60520,106124,216984
1989,1154,T,B,16871,727,440,424,893,1622,2330,2356,3322,5149,7764,10459,14926,19193,25528,44275,66383,105949,188039
1989,1154,T,M,17495,799,398,486,1174,2241,3936,3747,5117,8133,12519,15931,23704,30636,43264,64497,95464,144678,247489
1989,1154,T,F,16209,654,482,360,604,978,630,913,1487,2197,3548,5729,7718,12164,17765,37114,58431,97443,178200
1989,1154,U,B,17135,354,361,369,808,1290,1787,1991,2681,4877,6013,8884,13347,19394,25282,44451,68848,104914,182015
1989,1154,U,M,18574,444,305,466,1007,1553,2862,3086,3978,7750,9777,13126,20259,30197,40614,61988,96040,152064,266758
1989,1154,U,F,15626,262,420,268,620,1033,741,965,1459,2173,2745,5291,7921,12580,18539,37764,60849,95150,167436
1989,1154,R,B,16450,1355,589,538,1106,2302,3387,3164,5012,5878,10987,12736,16425,19006,25760,44115,64402,106795,193163
1989,1154,R,M,15778,1402,576,529,1540,3533,5796,4999,7719,9086,17419,19880,26819,31054,45770,67032,94946,139080,230072
1989,1154,R,F,17181,1308,603,547,557,855,385,777,1574,2270,5065,6376,7519,11787,17037,36543,56545,99376,187293
1989,1161,T,B,15357,896,573,560,1170,1842,2031,3062,3569,5665,7858,10358,15184,20409,26561,42538,63070,103219,192094
1989,1161,T,M,16792,1128,759,676,1417,2904,3313,4947,5788,9182,12754,16726,23994,32817,44298,70976,97924,139342,225258
1989,1161,T,F,13884,655,380,438,910,680,678,1091,1282,2237,3606,4667,7766,12448,18723,32566,53553,95431,186883
1989,1161,U,B,14353,734,484,539,977,1524,1584,2579,2891,4602,7045,9090,14961,20175,27516,45533,62651,105981,190784
1989,1161,U,M,16211,1001,621,657,1269,2477,2672,4204,4875,7363,11595,14477,23917,30910,45458,71483,97899,130915,235296
1989,1161,U,F,12450,457,340,414,692,539,514,1013,998,2051,3161,4362,7651,12877,19350,35140,51608,100340,183399
1989,1161,R,B,17609,1248,782,612,1734,2687,3155,4341,5556,8859,9578,12517,15448,20676,25618,39919,63379,101196,193127
1989,1161,R,M,18096,1404,1087,724,1791,3935,4752,6662,8107,14103,15140,20455,24081,35162,43104,70440,97940,145898,216590
1989,1161,R,F,17107,1087,472,496,1659,1100,1146,1334,2259,2861,4571,5199,7906,11984,18114,30461,54926,91891,189614
1989,1166,T,B,15866,839,451,456,1148,1716,2150,2677,3504,4774,7727,10203,16418,19890,28705,43405,67263,105204,193848
1989,1166,T,M,18886,1103,530,434,1657,2687,3699,4345,5259,7168,12024,15743,25887,31856,46961,68358,98586,141964,221819
1989,1166,T,F,12772,567,370,478,632,723,520,938,1676,2331,3591,5103,8653,12635,21324,34994,58934,97427,189379
1989,1166,U,B,15364,659,291,400,1071,1442,1805,2048,2969,3972,6758,9632,14991,19721,28607,45315,71542,105705,189052
1989,1166,U,M,17993,838,304,426,1521,2131,3146,3479,4565,5972,10211,14523,23569,30411,45911,67936,101733,144430,219917
1989,1166,U,F,12647,474,278,372,654,770,453,638,1390,2002,3486,5250,8302,13024,21486,36862,62757,97343,183596
1989,1166,R,B,16985,1244,844,598,1400,2472,3096,4521,5218,7349,9903,11274,18327,20110,28822,41207,63110,104730,198288
1989,1166,R,M,20899,1701,1088,455,2031,4094,5104,6633,7264,10736,15996,17941,28796,33832,48260,68936,95061,139550,223915
1989,1166,R,F,13044,775,596,744,548,582,721,1928,2701,3471,3833,4815,9147,12142,21132,32963,55363,97506,194585
1989,1168,T,B,18044,756,417,362,1087,2014,2617,3171,4320,5651,8092,11133,15548,20773,26826,43294,65873,106217,200027
1989,1168,T,M,20440,947,529,438,1542,3269,4288,5123,6980,8959,12523,18012,24643,34553,43753,66047,96328,145426,234654
1989,1168,T,F,15589,559,304,285,611,673,804,1078,1555,2325,4177,5374,7992,12086,19304,34744,56752,96809,193954
1989,1168,U,B,18712,642,315,263,779,1573,2059,2395,3644,4969,7681,10714,15201,20958,28644,46041,69989,112230,196783
1989,1168,U,M,20710,844,469,240,952,2362,3507,4033,6175,8026,12265,16996,25360,33833,44111,68108,96658,139915,221988
1989,1168,U,F,16691,434,159,286,615,772,636,823,1256,2057,3746,5594,7340,12721,21705,36824,60880,104800,191698
1989,1168,R,B,17121,914,564,499,1644,2737,3460,4435,5519,6870,8604,11592,15846,20602,25203,40920,62850,101932,202507
1989,1168,R,M,20079,1090,615,707,2479,4662,5335,6675,8238,10513,12834,19094,24066,35234,43429,63993,96035,149969,246561
1989,1168,R,F,14041,732,512,283,602,499,1093,1562,2164,2842,4728,5128,8588,11502,17171,33043,53880,91329,195625
1989,1128,T,B,17973,1135,635,572,1140,1618,2017,3010,4063,5275,7963,11132,15970,21160,29034,45200,69306,108776,195514
1989,1128,T,M,21151,1383,807,896,1815,2730,3440,4785,6163,8296,12533,17518,25318,34213,48375,71319,100497,149742,251993
1989,1128,T,F,14725,879,456,237,494,538,535,1121,1869,2141,3833,5510,8652,12894,21198,36447,61505,101634,188395
1989,1128,U,B,15983,782,620,554,932,1326,1674,2649,3312,4435,7121,9438,15074,20346,27525,46488,69913,107984,199751
1989,1128,U,M,18975,995,777,883,1510,2268,3013,4360,5093,6896,11315,15241,24012,32242,45277,68438,96601,140944,272215
1989,1128,U,F,12927,562,456,214,383,405,341,935,1564,1999,3490,4678,8330,12466,20208,38397,62440,101684,189823
1989,1128,R,B,22639,1977,675,621,2104,2587,3017,4116,6519,8237,10308,15473,17632,22629,31411,43261,68526,109743,190342
1989,1128,R,M,26255,2315,885,933,3198,4292,4585,5944,9253,12749,15644,22641,27603,38062,53412,76550,106700,162652,222711
1989,1128,R,F,18942,1631,457,298,1019,972,1156,1770,3019,2701,4865,7915,9278,13628,22738,33685,60369,101575,186689
1989,1170,T,B,15133,933,418,419,1161,1571,2190,2826,4004,5164,7752,10152,15506,21076,31447,45795,73538,115531,211226
1989,1170,T,M,16578,1135,567,569,1791,2501,3454,4683,6304,8144,12787,16109,24102,33328,49955,68835,105797,153383,230079
1989,1170,T,F,13632,722,265,266,503,586,871,926,1711,2336,3508,5273,8798,13111,23247,36656,63053,106637,207958
1989,1170,U,B,14699,708,355,395,1085,1536,1872,2477,3559,4651,7115,9754,14581,20753,31267,45906,74311,117126,203381
1989,1170,U,M,15501,862,446,527,1623,2476,3020,4115,5640,7387,11656,15375,22563,32113,49345,68186,105557,154288,224730
1989,1170,U,F,13860,546,262,260,540,552,697,850,1554,2116,3358,5239,8471,13282,23161,36734,63338,107897,199465
1989,1170,R,B,16895,1851,688,529,1599,1753,3760,4613,6597,8395,10904,11839,18585,22171,32010,45458,71422,111337,232479
1989,1170,R,M,21032,2261,1082,760,2664,2628,5467,7353,9750,12512,18059,19043,28994,37586,51933,71053,106643,150570,247678
1989,1170,R,F,12724,1432,280,293,267,770,1782,1353,2743,3847,4287,5422,9927,12544,23512,36431,62325,103445,230277
1989,1178,T,B,13786,977,546,418,868,1452,2114,2660,3373,4871,7162,10102,14898,20780,29393,43416,68151,108929,192426
1989,1178,T,M,16620,1118,660,556,1345,2253,3394,4308,5368,7282,11009,16686,23875,34047,47662,72230,102563,148706,205274
1989,1178,T,F,10800,831,430,276,381,602,776,977,1377,2499,3707,4444,7993,12407,22146,34185,59191,101136,190563
1989,1178,U,B,12693,707,424,331,771,1182,1829,2370,3130,4616,6786,9545,14970,21071,29629,44720,71866,112379,190249
1989,1178,U,M,14618,785,468,427,1227,1731,2973,3891,5048,6904,10394,16050,24114,33447,46816,71050,104233,140600,201329
1989,1178,U,F,10678,626,379,232,313,606,661,869,1280,2438,3612,4172,8082,13038,22798,35856,62826,106516,188517
1989,1178,R,B,18244,2095,1078,819,1518,2903,3503,4113,4747,6539,9102,12677,14660,19808,28675,39442,58333,100608,197591
1989,1178,R,M,24685,2495,1501,1145,2071,4996,5321,6188,6978,9472,13987,19310,23111,36224,50233,76464,97112,171488,216216
1989,1178,R,F,11309,1680,651,479,869,583,1381,1579,1996,2948,4231,5841,7683,10390,20172,29332,50073,88553,195355
1989,1145,T,B,19128,948,553,443,1045,1326,1543,1959,2954,4183,6635,9048,14269,21410,29508,46693,72862,117240,204390
1989,1145,T,M,22723,1041,668,553,1449,2089,2348,3132,4645,6355,10222,13932,22164,33353,44871,65276,93106,141640,219580
1989,1145,T,F,15377,850,432,329,647,620,795,891,1488,2256,3482,5069,8478,13785,22989,39013,65245,109412,200522
1989,1145,U,B,19129,948,551,443,1045,1326,1543,1959,2954,4183,6635,9048,14271,21410,29508,46690,72866,117244,204405
1989,1145,U,M,22724,1042,668,553,1450,2089,2348,3132,4645,6355,10223,13932,22166,33356,44866,65270,93118,141632,219596
1989,1145,U,F,15378,850,429,329,647,620,795,891,1488,2256,3482,5070,8479,13784,22991,39012,65246,109419,200537
1989,1145,R,B,0,0,42553,0,0,0,0,0,0,0,0,0,0,18692,31250,70175,47619,95238,100000
1989,1145,R,M,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95238,117647,0,200000,0
1989,1145,R,F,0,0,83333,0,0,0,0,0,0,0,0,0,0,29851,0,50000,59701,62500,111111
1989,3100,T,B,15475,833,501,483,1076,1422,1737,2253,3209,4507,7009,9997,15414,21675,29873,47225,73170,116043,203624
1989,3100,T,M,17842,940,619,623,1545,2122,2749,3558,4998,6807,10727,15599,24090,34550,49115,70034,101219,147012,212278
1989,3100,T,F,13004,723,380,339,550,636,674,938,1450,2281,3538,5135,8623,13603,22516,39295,65064,108843,202025
1989,3100,U,B,15163,729,465,457,980,1256,1552,2071,3001,4277,6643,9550,15099,21752,30115,47994,74194,117432,203360
1989,3100,U,M,17331,815,562,578,1400,1863,2453,3276,4685,6481,10102,14884,23704,34281,48863,69649,99782,144939,204552
1989,3100,U,F,12897,640,365,332,519,580,636,906,1411,2211,3487,5041,8525,13832,23012,40105,66383,110667,203018
1989,3100,R,B,16785,1250,653,602,1686,2308,2621,3138,4344,6102,9010,12200,16520,21414,29036,44487,69804,111719,204331
1989,3100,R,M,19992,1439,857,825,2385,3459,4050,4775,6502,8808,13894,18845,25366,35498,49961,71676,106959,154845,239679
1989,3100,R,F,13450,1054,443,372,765,941,875,1116,1689,2832,3839,5634,8986,12826,20778,36558,60941,103407,199350
1989,1186,T,B,12445,834,561,329,971,1471,1790,2563,3167,4110,6755,9993,16001,22946,33341,48868,83139,125036,216057
1989,1186,T,M,14180,880,709,520,1450,2436,2804,4276,5027,6680,10170,15914,24823,35655,52873,77866,116151,152615,276039
1989,1186,T,F,10653,788,410,134,444,440,677,733,1260,1545,3613,4965,9155,14822,25818,39678,74330,119491,207575
1989,1186,U,B,12629,735,596,362,890,1395,1659,2596,3049,4137,6451,9531,15020,23741,33571,49300,83042,122040,215982
1989,1186,U,M,13625,863,720,594,1248,2313,2690,4389,5114,6816,9564,14962,24183,36822,51953,79768,122330,141910,299095
1989,1186,U,F,11602,604,468,122,505,429,555,744,996,1523,3610,4942,8148,15512,26656,39513,72432,117929,204780
1989,1186,R,B,11628,1251,414,183,1519,1850,2393,2414,3788,3944,8248,11780,18996,20487,32570,47391,83455,135227,216301
1989,1186,R,M,16645,947,663,180,2740,3024,3305,3810,4616,5908,13065,19554,26634,32186,55731,71059,95163,192982,212291
1989,1186,R,F,6396,1565,165,186,0,498,1281,677,2787,1693,3627,5056,12425,12633,22931,40234,80455,124700,216955
1989,1187,T,B,18011,876,534,371,1251,1843,2159,2347,3054,4814,7336,10706,17374,23924,33418,53130,76012,116395,206847
1989,1187,T,M,20822,970,672,445,1806,2666,3295,3592,4729,7429,10723,15844,26092,36763,51490,77851,107690,155686,259233
1989,1187,T,F,15093,778,391,295,619,832,748,860,1139,2015,3976,5659,10179,16136,26090,44633,68026,109577,200091
1989,1187,U,B,16876,767,550,334,1149,1617,1946,2179,2843,4527,7080,10298,17493,23977,32576,55542,74641,112117,203496
1989,1187,U,M,18242,762,691,358,1595,2331,2975,3519,4410,6912,10540,15353,26446,36300,51166,82741,99711,144709,264568
1989,1187,U,F,15454,772,405,311,661,758,722,661,1135,2074,3782,5451,10287,16564,24717,45188,67535,105898,194822
1989,1187,R,B,21188,1172,485,486,1677,2544,2813,2893,3865,6144,8393,11999,17132,23819,35111,48635,78220,122747,211462
1989,1187,R,M,28068,1535,616,719,2608,3660,4208,3810,5829,9586,11408,17327,25399,37653,52204,66374,124421,175788,250000
1989,1187,R,F,14090,796,351,246,422,1072,839,1595,1161,1714,4867,6351,9953,15289,28755,43674,68769,114863,207203
1989,1111,T,B,14525,902,681,572,999,1785,1744,2232,3329,4449,6529,9853,14927,22548,29480,48498,74325,115619,211503
1989,1111,T,M,18296,1119,851,826,1406,2712,2740,3526,5103,6680,10226,15703,23300,36525,49388,73771,109089,142508,214031
1989,1111,T,F,10617,679,508,311,544,670,539,745,1364,2069,2805,4494,8062,13525,22414,41108,65454,110301,210970
1989,1111,U,B,13001,853,596,555,912,1666,1490,1874,2932,4193,6077,9061,14438,22760,30906,49730,74811,117472,207591
1989,1111,U,M,17116,1056,750,771,1276,2520,2386,2945,4548,6455,9311,14645,22688,36640,50486,75240,104445,152074,206787
1989,1111,U,F,8707,646,437,332,518,636,441,711,1245,1914,2936,4159,7910,13978,24261,42199,67009,110591,207493
1989,1111,R,B,18260,1020,904,622,1360,2158,2474,3266,4642,5431,8097,12110,15958,22130,26907,46113,73429,112417,217800
1989,1111,R,M,21234,1271,1117,983,1900,3320,3703,5049,6738,7446,13168,18479,24514,36304,47571,70875,118201,125840,226480
1989,1111,R,F,15235,759,691,252,665,774,842,854,1817,2755,2312,5528,8399,12611,18970,39006,62637,109803,216542
1989,1119,T,B,14947,1059,485,533,972,1537,1932,2557,3320,4630,7506,9948,13916,19791,25806,44648,67993,109533,216097
1989,1119,T,M,16407,1303,698,632,1417,2330,3163,3940,5152,6970,11894,15395,21660,32442,46262,71520,104801,149992,241353
